dates,JPYBEI5Y,JPYBEI10Y,USDBEI5Y,USDBEI10Y,JPYZeroRate1M,JPYZeroRate5Y,JPYZeroRate10Y,USDZeroRate1M,USDZeroRate5Y,USDZeroRate10Y,JPYFXImpliedRate1M,JPYFXImpliedRate5Y,JPYFXImpliedRate10Y,USDJPYIV1MATM,USDJPYIV5YATM,USDJPYIV10YATM,USDJPY,NK225,SP500,NK225VolatilityIndex,SPXVolatilityIndex
2008/10/23 0:00,,-1.35%,-0.02%,0.93%,0.94%,1.26%,1.59%,3.26%,3.66%,4.19%,0.84%,,,0.2587,0.12795,0.14025,97.31,8460.98,908.11,0.7237,0.678
2008/10/24 0:00,,-1.58%,-0.46%,0.70%,0.93%,1.20%,1.52%,3.24%,3.73%,4.25%,1.47%,,,0.3538,0.1388,0.1457,94.32,7649.08,876.77,0.7615,0.7913
2008/10/27 0:00,,-1.78%,-0.70%,0.74%,0.93%,1.21%,1.53%,3.22%,3.78%,4.28%,1.11%,,,0.3842,0.1474,0.1496,92.78,7162.9,848.92,0.8587,0.8006
2008/10/28 0:00,,-1.90%,-0.63%,0.81%,0.93%,1.24%,1.56%,3.17%,3.90%,4.47%,1.64%,,,0.3378,0.1451,0.15705,98.03,7621.92,940.51,0.8202,0.6696
2008/10/29 0:00,,-1.92%,-0.53%,0.86%,0.92%,1.14%,1.49%,3.12%,3.83%,4.44%,1.79%,,,0.3327,0.1416,0.15195,97.39,8211.9,930.09,0.824,0.6996
2008/10/30 0:00,,-1.94%,-0.33%,0.91%,0.91%,1.17%,1.55%,2.85%,3.92%,4.57%,1.65%,,,0.311575,0.1392,0.1536,98.61,9029.76,954.09,0.8589,0.629
2008/10/31 0:00,,-1.99%,-0.24%,0.91%,0.85%,1.18%,1.59%,2.58%,3.90%,4.57%,1.80%,,,0.3137,0.145575,0.1536,98.47,8576.98,968.75,0.9203,0.5989
2008/11/3 0:00,,-1.99%,-0.31%,0.87%,0.83%,1.15%,1.57%,2.36%,3.87%,4.56%,1.94%,,,0.2854,0.13915,0.1565,99.12,,966.3,,0.5368
2008/11/4 0:00,,-1.99%,-0.32%,0.91%,0.81%,1.15%,1.57%,2.18%,3.64%,4.32%,1.91%,,,0.231825,0.135025,0.1498,99.71,9114.6,1005.75,0.808,0.4773
2008/11/5 0:00,,-1.95%,-0.38%,0.94%,0.81%,1.19%,1.61%,1.96%,3.57%,4.22%,1.68%,,,0.24115,0.13585,0.1484,97.95,9521.24,952.77,0.7131,0.5456
2008/11/6 0:00,,-1.92%,-0.50%,0.90%,0.81%,1.16%,1.58%,1.77%,3.56%,4.22%,1.48%,,,0.2486,0.13585,0.151825,97.75,8899.14,904.88,0.7877,0.6368
2008/11/7 0:00,,-1.78%,-0.48%,0.96%,0.81%,1.18%,1.58%,1.62%,3.65%,4.32%,1.56%,,,0.24265,0.136425,0.1478,98.24,8583,930.99,0.8137,0.561
2008/11/10 0:00,,-1.71%,-0.47%,0.95%,0.81%,1.19%,1.59%,1.54%,3.58%,4.29%,1.58%,,,0.23595,0.132825,0.15485,98.01,9081.43,919.21,0.753,0.5998
2008/11/11 0:00,,-1.63%,-0.47%,0.95%,0.80%,1.16%,1.55%,1.48%,3.56%,4.28%,1.60%,,,0.24865,0.134325,0.14845,97.66,8809.3,898.95,0.7556,0.6144
2008/11/12 0:00,,-1.58%,-0.54%,0.89%,0.80%,1.14%,1.53%,1.41%,3.40%,4.13%,1.29%,,,0.2777,0.13885,0.152,95.01,8695.51,852.3,0.7354,0.6646
2008/11/13 0:00,,-1.60%,-0.47%,0.86%,0.81%,1.11%,1.47%,1.42%,3.54%,4.29%,1.05%,,,0.277775,0.140575,0.154,97.68,8238.64,911.29,0.8083,0.5983
2008/11/14 0:00,,-1.54%,-0.46%,0.81%,0.81%,1.11%,1.47%,1.48%,3.46%,4.17%,0.94%,,,0.266325,0.13785,0.15035,97.14,8462.39,873.29,0.7661,0.6631
2008/11/17 0:00,,-1.50%,-0.54%,0.74%,0.80%,1.10%,1.47%,1.47%,3.37%,4.08%,1.31%,,,0.270775,0.1375,0.1545,96.44,8522.58,850.75,0.76,0.6915
2008/11/18 0:00,,-1.49%,-0.67%,0.56%,0.79%,1.11%,1.47%,1.45%,3.27%,3.93%,1.38%,,,0.250475,0.1357,0.1537,97.03,8328.41,859.12,0.7623,0.6764
2008/11/19 0:00,,-1.51%,-0.68%,0.35%,0.80%,1.11%,1.46%,1.41%,3.04%,3.66%,1.37%,,,0.247375,0.1336,0.1533,95.74,8273.22,806.58,0.7698,0.7426
2008/11/20 0:00,,-1.56%,-0.80%,-0.02%,0.79%,1.09%,1.42%,1.40%,2.85%,3.18%,1.01%,,,0.256725,0.13405,0.1595,93.7,7703.04,752.44,0.8429,0.8086
2008/11/21 0:00,,-1.71%,-0.77%,0.13%,0.80%,1.12%,1.42%,1.40%,3.04%,3.48%,0.90%,,,0.239775,0.128,0.144875,95.96,7910.79,800.03,0.8342,0.7267
2008/11/24 0:00,,-1.71%,-0.76%,0.20%,0.80%,1.11%,1.41%,1.41%,3.23%,3.60%,0.90%,,,0.230625,0.126025,0.15255,97.35,,851.81,,0.647
2008/11/25 0:00,,-1.82%,-0.69%,0.33%,0.81%,1.13%,1.44%,1.46%,2.91%,3.27%,1.03%,,,0.223225,0.12395,0.146775,95.23,8323.93,857.39,0.795,0.609
2008/11/26 0:00,,-1.90%,-0.73%,0.33%,0.82%,1.11%,1.42%,1.43%,2.88%,3.23%,0.97%,,,0.22185,0.117925,0.1386,95.67,8213.22,887.68,0.7756,0.5492
2008/11/27 0:00,,-1.96%,-0.73%,0.33%,0.89%,1.13%,1.43%,1.93%,2.94%,3.32%,0.30%,,,0.2051,0.111775,0.1284,95.19,8373.39,,0.7115,
2008/11/28 0:00,,-2.15%,-0.78%,0.36%,0.90%,1.12%,1.45%,1.90%,2.78%,3.16%,0.56%,,,0.2,0.111325,0.12795,95.53,8512.27,896.24,0.6641,0.5528
2008/12/1 0:00,,-2.28%,-0.62%,0.36%,0.92%,1.12%,1.45%,1.91%,2.60%,2.98%,0.50%,,,0.222025,0.11785,0.1393,93.19,8397.22,816.21,0.6503,0.6851
2008/12/2 0:00,,-2.58%,-0.45%,0.40%,0.94%,1.06%,1.38%,1.90%,2.52%,2.93%,0.39%,,,0.2355,0.11735,0.13625,93.18,7863.69,848.81,0.7031,0.6298
2008/12/3 0:00,,-2.59%,-0.38%,0.52%,0.95%,1.08%,1.40%,1.89%,2.57%,2.99%,0.79%,,,0.231825,0.117125,0.129,93.3,8004.1,870.74,0.6755,0.6072
2008/12/4 0:00,,-2.60%,-0.39%,0.53%,0.94%,1.08%,1.38%,1.88%,2.55%,2.92%,1.04%,,,0.224175,0.11555,0.13055,92.23,7924.24,845.22,0.6816,0.6364
2008/12/5 0:00,,-2.74%,-0.51%,0.44%,0.94%,1.09%,1.37%,1.87%,2.69%,3.05%,1.32%,,,0.213175,0.11715,0.1269,92.84,7917.51,876.07,0.6795,0.5993
2008/12/8 0:00,,-3.17%,-0.59%,0.30%,0.91%,1.09%,1.37%,1.83%,2.68%,3.04%,1.40%,,,0.20545,0.1164,0.123725,92.82,8329.05,909.7,0.6332,0.5849
2008/12/9 0:00,,-3.76%,-0.64%,0.24%,0.91%,1.06%,1.35%,1.64%,2.60%,2.98%,1.41%,,,0.20325,0.115725,0.132275,92.13,8395.87,888.67,0.6273,0.5891
2008/12/10 0:00,,-3.74%,-0.70%,0.23%,0.92%,1.08%,1.38%,1.44%,2.54%,2.96%,1.33%,,,0.1856,0.11435,0.125975,92.77,8660.24,899.24,0.6026,0.5573
2008/12/11 0:00,,-3.64%,-0.62%,0.25%,0.93%,1.07%,1.37%,1.20%,2.43%,2.85%,1.33%,,,0.18615,0.1148,0.1274,91.46,8720.55,873.59,0.6,0.5578
2008/12/12 0:00,,-3.03%,-0.72%,0.16%,0.93%,1.04%,1.34%,1.04%,2.39%,2.79%,1.53%,,,0.21775,0.121475,0.12755,91.21,8235.87,879.73,0.6986,0.5428
2008/12/15 0:00,,-2.90%,-0.86%,0.11%,0.91%,1.05%,1.35%,0.96%,2.38%,2.77%,1.57%,,,0.21315,0.11865,0.13205,90.65,8664.66,868.57,0.6354,0.5676
2008/12/16 0:00,,-2.91%,-0.64%,0.14%,0.92%,1.03%,1.34%,0.88%,2.04%,2.45%,1.53%,,,0.2215,0.1207,0.1297,89.05,8568.02,913.18,0.6114,0.5237
2008/12/17 0:00,,-2.86%,-0.20%,0.28%,0.93%,1.00%,1.30%,0.58%,2.09%,2.40%,1.48%,,,0.2303,0.12365,0.1307,87.24,8612.52,904.42,0.5982,0.4984
2008/12/18 0:00,,-2.65%,-0.37%,0.18%,0.92%,1.00%,1.30%,0.51%,2.02%,2.36%,1.42%,,,0.209775,0.1173,0.124525,89.44,8667.23,885.28,0.5592,0.4734
2008/12/19 0:00,,-2.44%,-0.48%,0.11%,0.85%,0.97%,1.28%,0.47%,2.10%,2.43%,0.96%,,,0.19875,0.113725,0.1252,89.32,8588.52,887.88,0.515,0.4493
2008/12/22 0:00,,-2.17%,-0.49%,0.11%,0.84%,0.94%,1.27%,0.46%,2.20%,2.53%,0.76%,,,0.1888,0.112575,0.119675,90.25,8723.78,871.63,0.4887,0.4456
2008/12/23 0:00,,-2.17%,-0.52%,0.10%,0.84%,0.94%,1.27%,0.47%,2.17%,2.58%,0.77%,,,0.18355,0.1128,0.118625,90.98,,863.16,,0.4502
2008/12/24 0:00,,-2.24%,-0.50%,0.11%,0.83%,0.94%,1.27%,0.47%,2.19%,2.59%,0.78%,,,0.17685,0.113075,0.1174,90.46,8517.1,868.15,0.4979,0.4421
2008/12/25 0:00,,-2.28%,-0.50%,0.11%,0.83%,0.96%,1.27%,0.48%,2.15%,2.58%,0.73%,,,0.17755,0.1122,0.11655,90.38,8599.5,,0.4561,
2008/12/26 0:00,,-2.27%,-0.55%,0.10%,0.83%,0.96%,1.28%,0.47%,2.16%,2.56%,0.73%,,,0.1759,0.112,0.1167,90.82,8739.52,872.8,0.4364,0.4338
2008/12/29 0:00,,-2.03%,-0.54%,0.11%,0.78%,0.94%,1.27%,0.46%,2.10%,2.52%,0.83%,,,0.17475,0.113275,0.1215,90.68,8747.17,869.42,0.4564,0.439
2008/12/30 0:00,,-2.03%,-0.59%,0.09%,0.72%,0.91%,1.24%,0.45%,2.07%,2.48%,0.67%,,,0.1767,0.113225,0.11975,90.34,8859.56,890.64,0.4631,0.4163
2008/12/31 0:00,,-2.03%,-0.49%,0.09%,0.69%,0.91%,1.23%,0.44%,2.15%,2.61%,0.77%,,,0.1798,0.1144,0.1195,90.64,,903.25,,0.4
2009/1/1 0:00,,-2.03%,-0.50%,0.11%,0.69%,0.91%,1.23%,0.44%,2.13%,2.61%,0.78%,,,0.179175,0.113475,0.1193,90.75,,,,
2009/1/2 0:00,,-2.03%,-0.48%,0.12%,0.67%,0.95%,1.27%,0.43%,2.30%,2.79%,0.86%,,,0.181075,0.11435,0.118925,91.84,,931.8,,0.3919
2009/1/5 0:00,,-2.00%,-0.44%,0.12%,0.60%,0.93%,1.27%,0.43%,2.30%,2.88%,1.17%,,,0.184175,0.111575,0.12335,93.44,9043.12,927.45,0.4414,0.3908
2009/1/6 0:00,,-1.95%,-0.34%,0.29%,0.60%,1.00%,1.37%,0.42%,2.20%,2.78%,1.10%,,,0.18405,0.11135,0.119025,93.65,9080.84,934.7,0.4668,0.3856
2009/1/7 0:00,,-1.95%,-0.37%,0.52%,0.59%,0.97%,1.35%,0.41%,2.19%,2.76%,1.14%,,,0.186325,0.111125,0.11795,92.65,9239.24,906.65,0.4549,0.4339
2009/1/8 0:00,,-1.79%,-0.37%,0.55%,0.56%,1.00%,1.38%,0.39%,2.10%,2.64%,1.12%,,,0.19365,0.11315,0.12275,91.21,8876.42,909.73,0.4917,0.4256
2009/1/9 0:00,,-1.80%,-0.36%,0.58%,0.53%,0.96%,1.32%,0.37%,2.04%,2.59%,0.95%,,,0.1828,0.11325,0.1244,90.4,8836.8,890.35,0.4657,0.4282
2009/1/12 0:00,,-1.80%,-0.33%,0.57%,0.53%,0.97%,1.34%,0.34%,1.98%,2.48%,0.89%,,,0.189925,0.11475,0.12515,89.22,,870.26,,0.4584
2009/1/13 0:00,,-1.86%,-0.30%,0.62%,0.51%,0.91%,1.27%,0.33%,2.01%,2.50%,0.69%,,,0.1894,0.116875,0.12405,89.38,8413.91,871.79,0.5158,0.4327
2009/1/14 0:00,,-1.85%,-0.36%,0.47%,0.50%,0.92%,1.27%,0.33%,1.93%,2.38%,0.59%,,,0.195225,0.117025,0.1233,89.05,8438.45,842.62,0.5126,0.4914
2009/1/15 0:00,,-1.89%,-0.33%,0.45%,0.48%,0.88%,1.22%,0.33%,1.97%,2.41%,0.51%,,,0.19555,0.11595,0.126475,89.84,8023.31,843.74,0.6141,0.51
2009/1/16 0:00,,-1.84%,-0.25%,0.53%,0.46%,0.91%,1.24%,0.36%,2.03%,2.50%,0.51%,,,0.18915,0.11285,0.121975,90.72,8230.15,850.12,0.5612,0.4611
2009/1/19 0:00,,-1.81%,-0.25%,0.53%,0.43%,0.93%,1.26%,0.36%,1.91%,2.47%,0.60%,,,0.187675,0.113825,0.12525,90.65,8256.85,,0.5716,
2009/1/20 0:00,,-1.81%,-0.20%,0.56%,0.42%,0.92%,1.25%,0.35%,2.06%,2.55%,0.63%,,,0.207525,0.115,0.12205,89.76,8065.79,805.22,0.6387,0.5665
2009/1/21 0:00,,-1.84%,-0.16%,0.58%,0.42%,0.91%,1.23%,0.36%,2.18%,2.68%,0.55%,,,0.235675,0.118475,0.12445,89.49,7901.64,840.24,0.6579,0.4642
2009/1/22 0:00,,-1.85%,-0.14%,0.63%,0.42%,0.92%,1.23%,0.39%,2.21%,2.78%,0.55%,,,0.230375,0.119775,0.12675,88.92,8051.74,827.5,0.5912,0.4729
2009/1/23 0:00,,-1.82%,-0.12%,0.73%,0.42%,0.92%,1.24%,0.40%,2.26%,2.83%,0.61%,,,0.2318,0.12035,0.127,88.75,7745.25,831.95,0.639,0.4727
2009/1/26 0:00,,-1.78%,-0.09%,0.77%,0.41%,0.93%,1.22%,0.41%,2.33%,2.90%,0.68%,,,0.22755,0.12555,0.13345,89.1,7682.14,836.57,0.6508,0.4569
2009/1/27 0:00,,-1.69%,-0.08%,0.81%,0.41%,0.97%,1.28%,0.41%,2.24%,2.80%,0.66%,,,0.2286,0.128875,0.1362,88.98,8061.07,845.71,0.5819,0.4225
2009/1/28 0:00,,-1.67%,0.02%,0.89%,0.41%,0.96%,1.28%,0.41%,2.35%,2.95%,0.61%,,,0.213125,0.12695,0.1348,90.27,8106.29,874.09,0.5388,0.3966
2009/1/29 0:00,,-1.63%,0.04%,1.04%,0.40%,0.95%,1.25%,0.41%,2.52%,3.16%,0.55%,,,0.20885,0.128525,0.1359,90.03,8251.24,845.14,0.5211,0.4263
2009/1/30 0:00,,-1.64%,0.11%,1.10%,0.40%,0.95%,1.25%,0.42%,2.54%,3.15%,0.49%,,,0.217925,0.13175,0.1408,89.92,7994.05,825.88,0.5305,0.4484
2009/2/2 0:00,,-1.69%,0.04%,1.06%,0.39%,0.95%,1.26%,0.44%,2.42%,3.01%,-0.12%,,,0.220075,0.136675,0.14655,89.45,7873.98,825.44,0.5526,0.4552
2009/2/3 0:00,,-1.82%,0.19%,1.14%,0.39%,0.94%,1.25%,0.45%,2.57%,3.18%,0.22%,,,0.213875,0.138675,0.14645,89.44,7825.51,838.51,0.5456,0.4306
2009/2/4 0:00,,-1.93%,0.30%,1.16%,0.39%,0.93%,1.24%,0.45%,2.61%,3.24%,0.55%,,,0.2075,0.14195,0.1501,89.43,8038.94,832.23,0.5103,0.4385
2009/2/5 0:00,,-1.92%,0.35%,1.11%,0.39%,0.93%,1.24%,0.45%,2.58%,3.24%,0.63%,,,0.18995,0.14125,0.15,91.23,7949.65,845.85,0.5086,0.4373
2009/2/6 0:00,,-1.96%,0.45%,1.21%,0.39%,0.94%,1.24%,0.45%,2.63%,3.29%,0.61%,,,0.1812,0.13975,0.1498,91.9,8076.62,868.6,0.4834,0.4337
2009/2/9 0:00,,-2.02%,0.67%,1.37%,0.38%,0.92%,1.24%,0.45%,2.63%,3.30%,0.63%,,,0.18285,0.1397,0.1525,91.47,7969.03,869.89,0.5234,0.4364
2009/2/10 0:00,,-2.18%,0.49%,1.25%,0.37%,0.90%,1.20%,0.45%,2.49%,3.15%,0.60%,,,0.19125,0.143275,0.1587,90.47,7945.94,827.16,0.5073,0.4667
2009/2/11 0:00,,-2.18%,0.45%,1.15%,0.38%,0.90%,1.20%,0.45%,2.46%,3.07%,0.62%,,,0.19215,0.142825,0.1561,90.4,,833.74,,0.4453
2009/2/12 0:00,,-2.28%,0.34%,1.19%,0.37%,0.86%,1.14%,0.46%,2.48%,3.08%,0.66%,,,0.18765,0.142425,0.1549,90.94,7705.36,835.19,0.5125,0.4125
2009/2/13 0:00,,-2.44%,0.48%,1.25%,0.37%,0.87%,1.16%,0.46%,2.61%,3.21%,0.66%,,,0.1791,0.139075,0.15055,91.93,7779.4,826.84,0.4749,0.4293
2009/2/16 0:00,,-2.38%,0.48%,1.25%,0.37%,0.88%,1.18%,0.47%,2.63%,3.20%,0.69%,,,0.174225,0.137975,0.14815,91.73,7750.17,,0.4754,
2009/2/17 0:00,,-2.38%,0.29%,1.15%,0.37%,0.84%,1.13%,0.47%,2.43%,3.00%,0.57%,,,0.1739,0.1369,0.14705,92.41,7645.51,789.17,0.5099,0.4866
2009/2/18 0:00,,-2.24%,0.33%,1.15%,0.35%,0.84%,1.12%,0.47%,2.50%,3.10%,0.58%,,,0.1692,0.131675,0.1435,93.79,7534.44,788.42,0.5079,0.4846
2009/2/19 0:00,,-2.16%,0.44%,1.16%,0.37%,0.84%,1.13%,0.47%,2.54%,3.18%,0.71%,,,0.1663,0.128775,0.14075,94.2,7557.65,778.94,0.4957,0.4708
2009/2/20 0:00,,-2.23%,0.38%,1.15%,0.37%,0.86%,1.17%,0.47%,2.50%,3.11%,0.77%,,,0.1744,0.12895,0.14135,93.35,7416.38,770.05,0.5081,0.493
2009/2/23 0:00,,-2.35%,0.37%,1.10%,0.37%,0.85%,1.17%,0.47%,2.46%,3.07%,0.73%,,,0.1801,0.130325,0.1418,94.61,7376.16,743.33,0.5361,0.5262
2009/2/24 0:00,,-2.61%,0.36%,1.00%,0.38%,0.85%,1.18%,0.48%,2.54%,3.12%,0.77%,,,0.180225,0.12745,0.1399,96.65,7268.56,773.14,0.5554,0.4549
2009/2/25 0:00,,-2.62%,0.38%,1.01%,0.38%,0.89%,1.24%,0.48%,2.70%,3.32%,0.79%,,,0.183875,0.1246,0.13525,97.39,7461.22,764.9,0.5235,0.4467
2009/2/26 0:00,,-2.72%,0.41%,0.99%,0.46%,0.87%,1.23%,0.50%,2.72%,3.38%,0.70%,,,0.1789,0.122175,0.13365,98.52,7457.93,752.83,0.5141,0.4466
2009/2/27 0:00,,-2.69%,0.37%,0.99%,0.47%,0.87%,1.23%,0.50%,2.69%,3.41%,0.64%,,,0.1867,0.12395,0.14365,97.58,7568.42,735.09,0.4796,0.4635
2009/3/2 0:00,,-2.65%,0.25%,0.92%,0.47%,0.87%,1.23%,0.50%,2.56%,3.28%,0.70%,,,0.18915,0.125375,0.1456,97.46,7280.15,700.82,0.5279,0.5265
2009/3/3 0:00,,-2.60%,0.20%,0.91%,0.49%,0.88%,1.24%,0.51%,2.57%,3.27%,0.71%,,,0.1893,0.125225,0.1466,98.17,7229.72,696.33,0.538,0.5093
2009/3/4 0:00,,-2.59%,0.24%,0.94%,0.50%,0.92%,1.29%,0.52%,2.67%,3.35%,0.75%,,,0.17785,0.1221,0.1417,99.16,7290.96,712.87,0.5192,0.4756
2009/3/5 0:00,,-2.55%,0.19%,0.87%,0.49%,0.88%,1.25%,0.53%,2.54%,3.15%,0.70%,,,0.17925,0.1226,0.14185,98.07,7433.49,682.55,0.4972,0.5017
2009/3/6 0:00,,-2.58%,0.20%,0.85%,0.45%,0.88%,1.23%,0.55%,2.61%,3.19%,0.68%,,,0.1852,0.125175,0.14405,98.26,7173.1,683.38,0.521,0.4933
2009/3/9 0:00,,-2.55%,0.13%,0.84%,0.46%,0.89%,1.24%,0.56%,2.61%,3.17%,0.68%,,,0.1814,0.121675,0.1424,98.85,7086.03,676.53,0.5378,0.4968
2009/3/10 0:00,,-2.53%,0.20%,0.88%,0.47%,0.91%,1.25%,0.56%,2.69%,3.31%,0.70%,,,0.184475,0.123025,0.141875,98.67,7054.98,719.6,0.5102,0.4437
2009/3/11 0:00,,-2.54%,0.22%,0.90%,0.47%,0.93%,1.28%,0.56%,2.58%,3.17%,0.76%,,,0.18915,0.124275,0.1434,97.28,7376.12,721.36,0.4809,0.4361
2009/3/12 0:00,,-2.60%,0.33%,1.03%,0.48%,0.90%,1.22%,0.56%,2.52%,3.10%,0.79%,,,0.188025,0.126725,0.14505,97.72,7198.25,750.74,0.4895,0.4118
2009/3/13 0:00,,-2.54%,0.32%,1.05%,0.49%,0.90%,1.23%,0.56%,2.54%,3.20%,0.82%,,,0.183675,0.124675,0.14295,97.95,7569.28,756.55,0.473,0.4236
2009/3/16 0:00,,-2.55%,0.41%,1.13%,0.47%,0.91%,1.24%,0.56%,2.58%,3.24%,0.81%,,,0.1852,0.123775,0.14095,98.18,7704.15,753.89,0.4761,0.4374
2009/3/17 0:00,,-2.47%,0.42%,1.15%,0.47%,0.92%,1.27%,0.56%,2.63%,3.30%,0.85%,,,0.177225,0.12215,0.1399,98.6,7949.13,778.12,0.4766,0.408
2009/3/18 0:00,,-2.39%,0.43%,1.22%,0.49%,0.91%,1.25%,0.55%,2.29%,2.90%,0.88%,,,0.1891,0.123175,0.141,96.23,7972.17,794.35,0.4896,0.4006
2009/3/19 0:00,,-2.30%,0.48%,1.34%,0.49%,0.87%,1.21%,0.52%,2.34%,2.98%,0.90%,,,0.2053,0.1248,0.1398,94.52,7945.96,784.04,0.4684,0.4368
2009/3/20 0:00,,-2.31%,0.42%,1.24%,0.48%,0.87%,1.21%,0.52%,2.35%,3.02%,0.90%,,,0.193025,0.121125,0.137325,95.94,,768.54,,0.4589
2009/3/23 0:00,,-2.19%,0.50%,1.31%,0.48%,0.89%,1.24%,0.52%,2.34%,3.00%,0.84%,,,0.1888,0.117175,0.136,96.95,8215.53,822.92,0.4766,0.4323
2009/3/24 0:00,,-1.96%,0.60%,1.36%,0.47%,0.91%,1.28%,0.52%,2.34%,3.01%,0.74%,,,0.180125,0.112825,0.13125,97.86,8488.3,806.12,0.4696,0.4293
2009/3/25 0:00,,-2.04%,0.66%,1.41%,0.47%,0.94%,1.30%,0.52%,2.40%,3.08%,0.76%,,,0.182775,0.115575,0.1338,97.54,8479.99,813.88,0.4512,0.4225
2009/3/26 0:00,,-2.13%,0.73%,1.48%,0.47%,0.97%,1.33%,0.52%,2.34%,3.01%,0.77%,,,0.1774,0.11535,0.134,98.71,8636.33,832.86,0.4273,0.4036
2009/3/27 0:00,,-2.18%,0.65%,1.43%,0.46%,0.96%,1.32%,0.52%,2.33%,3.02%,0.71%,,,0.180375,0.1154,0.1331,97.86,8626.97,815.94,0.4276,0.4104
2009/3/30 0:00,,-2.18%,0.56%,1.36%,0.44%,0.95%,1.30%,0.51%,2.27%,2.96%,0.72%,,,0.192375,0.11545,0.13485,97.26,8236.08,787.53,0.4911,0.4554
2009/3/31 0:00,,-2.09%,0.49%,1.31%,0.40%,0.97%,1.33%,0.50%,2.23%,2.93%,0.75%,,,0.18465,0.11475,0.1332,98.96,8109.53,797.87,0.4978,0.4414
2009/4/1 0:00,,-1.93%,0.49%,1.33%,0.39%,0.96%,1.31%,0.50%,2.24%,2.93%,0.71%,,,0.184675,0.1145,0.1339,98.53,8351.91,811.08,0.4373,0.4228
2009/4/2 0:00,,-1.92%,0.52%,1.34%,0.40%,1.00%,1.37%,0.49%,2.33%,3.02%,0.68%,,,0.17985,0.11355,0.1337,99.52,8719.78,834.38,0.4244,0.4204
2009/4/3 0:00,,-1.86%,0.57%,1.40%,0.40%,1.03%,1.43%,0.48%,2.44%,3.15%,0.68%,,,0.173275,0.1123,0.13335,100.32,8749.84,842.5,0.3971,0.397
2009/4/6 0:00,,-1.78%,0.66%,1.46%,0.40%,1.04%,1.46%,0.48%,2.50%,3.21%,0.71%,,,0.157825,0.11055,0.1327,100.99,8857.93,835.48,0.3924,0.4093
2009/4/7 0:00,,-1.76%,0.59%,1.35%,0.37%,1.03%,1.45%,0.47%,2.48%,3.20%,0.72%,,,0.1542,0.11145,0.1336,100.42,8832.85,815.55,0.3848,0.4039
2009/4/8 0:00,,-1.71%,0.57%,1.33%,0.37%,1.06%,1.47%,0.46%,2.45%,3.14%,0.67%,,,0.1549,0.113125,0.1334,99.76,8595.01,825.16,0.4059,0.3885
2009/4/9 0:00,,-1.70%,0.61%,1.32%,0.37%,1.05%,1.47%,0.45%,2.50%,3.20%,0.58%,,,0.153025,0.1126,0.13275,100.42,8916.06,856.56,0.3913,0.3653
2009/4/10 0:00,,-1.73%,0.56%,1.35%,0.37%,1.02%,1.45%,0.45%,2.50%,3.14%,0.60%,,,0.149875,0.112975,0.13285,100.25,8964.11,,0.3766,
2009/4/13 0:00,,-1.74%,0.55%,1.34%,0.37%,1.05%,1.47%,0.45%,2.43%,3.14%,0.61%,,,0.1553,0.1114,0.13295,100.1,8924.43,858.73,0.402,0.3781
2009/4/14 0:00,,-1.74%,0.52%,1.30%,0.35%,1.02%,1.46%,0.45%,2.34%,3.04%,0.61%,,,0.16125,0.111675,0.13395,98.98,8842.68,841.5,0.408,0.3767
2009/4/15 0:00,,-1.78%,0.53%,1.34%,0.35%,1.01%,1.43%,0.45%,2.30%,3.00%,0.58%,,,0.157575,0.11175,0.13245,99.37,8742.96,852.06,0.399,0.3617
2009/4/16 0:00,,-1.79%,0.51%,1.29%,0.35%,1.01%,1.44%,0.45%,2.38%,3.06%,0.60%,,,0.1527,0.112075,0.133625,99.28,8755.26,865.3,0.3912,0.3579
2009/4/17 0:00,,-1.79%,0.50%,1.29%,0.34%,1.03%,1.46%,0.45%,2.51%,3.19%,0.60%,,,0.148,0.11295,0.1344,99.16,8907.58,869.6,0.3612,0.3394
2009/4/20 0:00,,-1.78%,0.40%,1.22%,0.32%,0.98%,1.43%,0.44%,2.45%,3.09%,0.59%,,,0.1561,0.1126,0.1341,97.89,8924.75,832.39,0.3556,0.3918
2009/4/21 0:00,,-1.80%,0.40%,1.25%,0.31%,0.98%,1.42%,0.44%,2.51%,3.13%,0.60%,,,0.1545,0.1134,0.13485,98.73,8711.33,850.08,0.3603,0.3714
2009/4/22 0:00,,-1.82%,0.43%,1.35%,0.32%,0.96%,1.38%,0.44%,2.53%,3.16%,0.62%,,,0.15445,0.114825,0.13675,98.02,8727.3,843.55,0.355,0.381
2009/4/23 0:00,,-1.82%,0.49%,1.45%,0.31%,0.94%,1.35%,0.44%,2.49%,3.13%,0.67%,,,0.14525,0.11645,0.138675,97.96,8847.01,851.92,0.3426,0.3715
2009/4/24 0:00,,-1.82%,0.76%,1.50%,0.31%,0.89%,1.30%,0.44%,2.57%,3.22%,0.66%,,,0.151,0.118975,0.1407,97.17,8707.99,866.23,0.339,0.3682
2009/4/27 0:00,,-1.80%,0.74%,1.48%,0.30%,0.94%,1.35%,0.43%,2.47%,3.13%,0.62%,,,0.1527,0.1193,0.14285,96.77,8726.34,857.51,0.3546,0.3832
2009/4/28 0:00,,-1.84%,0.84%,1.51%,0.30%,0.90%,1.30%,0.43%,2.55%,3.22%,0.49%,,,0.15285,0.122,0.14425,96.45,8493.77,855.16,0.3844,0.3795
